_ROW,_FIVETRAN_SYNCED,SURVEY_ID,GROUP_NAME,FILTER_ID,CRITERIA,NAME,COUNT,SURVEY_LABEL,READ_ONLY,ID
83,2025-11-04 14:04:30,374821,Delivery Use - Use an app/website for on-demand or same day delivery,22236020,"(substring(Q233_2,2,1)='2')",Groceries,7708,CORE,FALSE,22236020
519,2025-11-04 14:04:30,373075,Ethnicity,21583686,"(substring(Q180,1,1)='2')",White/Caucasian,1967,HISPANIC,FALSE,21583686
274,2025-11-04 14:04:30,374821,Creative,24969019,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727222)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727222)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727222)
		)
	)
))",Placement Targeting Tactic - Contextual,2399,CORE,FALSE,24969019
613,2025-11-04 14:04:30,373075,Site All Hits,21280986,"q4 in (select bannerid from adServerBanners where campaignid=78558 and site=11582) or ID IN (select id from answers373075 cross apply [SQL#].[String_Split4k](Q2, ',', 2) SplitTable cross apply [SQL#].[String_Split4k](SplitTable.SplitVal, '-', 2) bannerid where bannerid.SplitNum = 1 and bannerid.SplitVal in ( select value from dbo.surveyfilterelements WHERE surveyfilterelements.filterid=21280986 and type='in-clause' and surveyfilterelements.question='Q2' ) )",CBS (US),430,HISPANIC,FALSE,21280986
309,2025-11-04 14:04:30,374821,Creative,24969055,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727338)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727338)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727338)
		)
	)
))",Size/Length - 60s (Host Read),0,CORE,FALSE,24969055
266,2025-11-04 14:04:30,374821,Creative,24969011,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727237)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727237)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727237)
		)
	)
))",Placement Targeting Tactic - 2P Conquesting,1731,CORE,FALSE,24969011
272,2025-11-04 14:04:30,374821,Creative,24969017,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727396)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727396)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727396)
		)
	)
))",Placement Targeting Tactic - Affinity,653,CORE,FALSE,24969017
455,2025-11-04 14:04:30,373075,Creative,24878530,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724309)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724309)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724309)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878530 and type='mapctrlbanner'))))",Size/Length - 320x50,1129,HISPANIC,TRUE,24878530
16,2025-11-04 14:04:30,374821,Last Delivery,22228244,(Q230=6),More than 12 months ago,583,CORE,FALSE,22228244
264,2025-11-04 14:04:30,374821,Creative,24969009,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727422)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727422)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727422)
		)
	)
))","Placement Targeting Tactic - 1P CRM, 2P Behavioral",878,CORE,FALSE,24969009
572,2025-11-04 14:04:30,373075,Past Brand Recency - Instacart,21587577,(Q264_3 in (3)),I did not use in the past 30 days,622,HISPANIC,FALSE,21587577
479,2025-11-04 14:04:30,373075,Creative,24878554,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724344)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724344)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724344)
		)
	)
))",Theme - Savings Don't Stop,0,HISPANIC,FALSE,24878554
178,2025-11-04 14:04:30,374821,Creative,24968923,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727312)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727312)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727312)
		)
	)
))",Creative Publisher - siriusxm.com,0,CORE,FALSE,24968923
270,2025-11-04 14:04:30,374821,Creative,24969015,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727212)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727212)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727212)
		)
	)
))",Placement Targeting Tactic - 3P Contextual,8549,CORE,FALSE,24969015
556,2025-11-04 14:04:30,373075,Last Delivery,21583699,(Q255=5),Within the past 6-12 months,131,HISPANIC,FALSE,21583699
40,2025-11-04 14:04:30,374821,Past Brand Recency - Uber Eats,22228320,(Q235_2 in (3)),I did not use in the past 30 days,2704,CORE,FALSE,22228320
311,2025-11-04 14:04:30,374821,Creative,24969057,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727232)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727232)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727232)
		)
	)
))",Size/Length - 640x100,14,CORE,FALSE,24969057
260,2025-11-04 14:04:30,374821,Creative,24969005,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727281)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727281)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727281)
		)
	)
))",Placement Publisher - Wondery Podcast (US),0,CORE,FALSE,24969005
81,2025-11-04 14:04:30,374821,Activity,22228361,"(substring(Q241,12,1)='2')",Used social media,13078,CORE,FALSE,22228361
154,2025-11-04 14:04:30,374821,Creative,24968898,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727314)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727314)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727314)
		)
	)
))",Creative Publisher - EyeQ,5133,CORE,FALSE,24968898
42,2025-11-04 14:04:30,374821,Past Brand Recency - Instacart,22228322,(Q235_3 in (1)),Once a week,4401,CORE,FALSE,22228322
558,2025-11-04 14:04:30,373075,Overall,21594995,((Q3= 0)) AND ID NOT IN (SELECT ID FROM Answers373075 WITH(NOLOCK) WHERE ((Q160=1))) AND ID NOT IN (SELECT ID FROM Answers373075 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=78558 and site=1784))) AND ID NOT IN (SELECT ID FROM Answers373075 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=78558 and site=9291))) AND ID NOT IN (SELECT ID FROM Answers373075 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=78558 and site=25281))) AND ID NOT IN (SELECT ID FROM Answers373075 WITH(NOLOCK) WHERE (q4 in (select bannerid from adServerBanners where campaignid=78558 and site=10535))),Control (Ignite Only),1313,HISPANIC,TRUE,21594995
411,2025-11-04 14:04:30,373075,Creative,24878440,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724343)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724343)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724343)
		)
	)
))",Campaign - DashPass Peacock UF,0,HISPANIC,FALSE,24878440
152,2025-11-04 14:04:30,374821,Creative,24968896,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727345)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727345)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727345)
		)
	)
))",Creative Publisher - DV360,467,CORE,FALSE,24968896
146,2025-11-04 14:04:30,374821,Creative,24968889,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727303)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727303)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727303)
		)
	)
))",Creative Publisher - Billboard,193,CORE,FALSE,24968889
413,2025-11-04 14:04:30,373075,Creative,24878442,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724327)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724327)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724327)
		)
	)
))",Campaign - Fall Football,0,HISPANIC,FALSE,24878442
395,2025-11-04 14:04:30,373075,Age (Grouped),21588897,(Q164 BETWEEN 35 AND 44),35-44,1625,HISPANIC,FALSE,21588897
79,2025-11-04 14:04:30,374821,Activity,22228359,"(substring(Q241,10,1)='2')",Watched NASCAR,3472,CORE,FALSE,22228359
48,2025-11-04 14:04:30,374821,Past Brand Recency - Amazon,22228328,(Q235_4 in (3)),I did not use in the past 30 days,2020,CORE,FALSE,22228328
97,2025-11-04 14:04:30,374821,Age,22236708,(Q166 BETWEEN 18 AND 24),18-24,2798,CORE,FALSE,22236708
610,2025-11-04 14:04:30,373075,Site All Hits,25000318,(Q4 = '12642432') or (Q2 like '%12642432%'),Amazon Tablet (UK),0,HISPANIC,FALSE,25000318
401,2025-11-04 14:04:30,373075,Age,23041278,(Q164 BETWEEN 35 AND 44),35-44,1625,HISPANIC,FALSE,23041278
184,2025-11-04 14:04:30,374821,Creative,24968929,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727317)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727317)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727317)
		)
	)
))",Creative Publisher - YouTube DV360 Served (ADH),538,CORE,FALSE,24968929
93,2025-11-04 14:04:30,374821,Past Brand Usage,22236474,(Q234_2 in (0)),Uber Eats,15931,CORE,FALSE,22236474
333,2025-11-04 14:04:30,374821,Creative,24969079,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727363)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727363)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727363)
		)
	)
))",Theme - Marketplace Influencers,31,CORE,FALSE,24969079
560,2025-11-04 14:04:30,373075,Past Brand Recency - Amazon,21587581,(Q264_4 in (3)),I did not use in the past 30 days,523,HISPANIC,FALSE,21587581
349,2025-11-04 14:04:30,374821,Site All Hits,25033289,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=24862) or (Q2 like '%12442065%' or Q2 like '%12453999%' or Q2 like '%12509025%' or Q2 like '%12594068%' or Q2 like '%12594081%' or Q2 like '%12688201%' or Q2 like '%12689331%'),Amazon (JP),0,CORE,FALSE,25033289
10,2025-11-04 14:04:30,374821,Last Delivery,22228238,(Q230=0),Within the past week,10141,CORE,FALSE,22228238
399,2025-11-04 14:04:30,373075,Age,23041276,(Q164 BETWEEN 18 AND 24),18-24,652,HISPANIC,FALSE,23041276
8,2025-11-04 14:04:30,374821,Site All Hits,22175121,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=11498) or (Q2 like '%12439798%' or Q2 like '%12439800%' or Q2 like '%12439802%'),Pandora Tablet (US),19,CORE,FALSE,22175121
517,2025-11-04 14:04:30,373075,Ethnicity,21583689,"(substring(Q180,4,1)='2')",Native Hawaiian or Other Pacific Islander,84,HISPANIC,FALSE,21583689
397,2025-11-04 14:04:30,373075,Age (Grouped),21588900,(Q164 BETWEEN 55 AND 64),55-64,413,HISPANIC,FALSE,21588900
186,2025-11-04 14:04:30,374821,Creative,24968931,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727243)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727243)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727243)
		)
	)
))",Format - CUS,0,CORE,FALSE,24968931
634,2025-11-04 14:04:30,373075,Site,25000311,(Q4 = '12601498'),Amazon (DE),0,HISPANIC,FALSE,25000311
95,2025-11-04 14:04:30,374821,Past Brand Usage,22236479,(Q234_4 in (0)),Amazon,20195,CORE,FALSE,22236479
317,2025-11-04 14:04:30,374821,Creative,24969063,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727275)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727275)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727275)
		)
	)
))",Size/Length - 970x250,46,CORE,FALSE,24969063
50,2025-11-04 14:04:30,374821,Past Brand Recency - Grubhub,22228330,(Q235_5 in (1)),Once a week,3742,CORE,FALSE,22228330
409,2025-11-04 14:04:30,373075,Creative,24878437,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724330)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724330)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724330)
		)
	)
))",Campaign - DashPass Evergreen,0,HISPANIC,FALSE,24878437
645,2025-11-04 14:04:30,373075,Site,25000307,(Q4 = '12594675'),Amazon CTV (IN),0,HISPANIC,FALSE,25000307
144,2025-11-04 14:04:30,374821,Creative,24968887,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727318)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727318)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727318)
		)
	)
))",Creative Publisher - Amazon (US),480,CORE,FALSE,24968887
568,2025-11-04 14:04:30,373075,Past Brand Recency - Grubhub,21587585,(Q264_5 in (3)),I did not use in the past 30 days,645,HISPANIC,FALSE,21587585
303,2025-11-04 14:04:30,374821,Creative,24969049,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727277)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727277)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727277)
		)
	)
))",Size/Length - 300x600,131,CORE,FALSE,24969049
562,2025-11-04 14:04:30,373075,Past Brand Recency - Amazon,21587579,(Q264_4 in (1)),Once a week,1031,HISPANIC,FALSE,21587579
88,2025-11-04 14:04:30,374821,Delivery Use - Use an app/website for on-demand or same day delivery,22236037,"(substring(Q233_7,2,1)='2')",Packaged Food & Non-Alcoholic Beverages,6885,CORE,FALSE,22236037
